id,dist_cap_km,taxa_fec,renda_cap,pobreza,pop_ate_25_2000,perc_ate_25_2000,var_pop_ate_25,perc_pop_urb,player
292920,42.28523115,2.51,133.07,55.64,14970,0.5695913553002054,1.1763319189061763,0.8321284529335667,0
431840,48.05709472,2.17,303.75,44.19,8988,0.44312971453926936,0.9528251881691933,0.7696593206133215,0
220985,250.7376006,3.03,71.72,61.42,2235,0.527122641509434,0.8720249707374171,0.2936320754716981,0
150750,434.7569117,3.89,67.72,62.71,7655,0.6250510329060178,1.554630381803412,0.19702784355352332,0
221000,368.377095,2.89,108.48,56.55,10036,0.5679683078664403,1.1322202166064983,0.6425014148273911,0
211120,27.8693421,2.73,129.59,51.47,63247,0.5889797362735603,1.2514741382721912,0.2537156373388959,0
354960,233.0566285,3.49,225.63,37.98,1974,0.47646632874728456,0.9517839922854388,0.5964277093893314,1
221020,246.4950217,2.36,62.74,66.29,3668,0.5469728601252609,0.9174587293646823,0.2830301222785565,0
421710,75.94358867,2.37,321.28,35.4,1315,0.40164935858277334,0.834920634920635,0.2712278558338424,0
320490,185.0547226,2.48,229.86,41.21,48479,0.5359164271501216,1.0905920993431117,0.7628122927260668,0
355060,50.87888348,2.54,425.19,40.66,30810,0.4623557483079971,1.0817738141216953,0.7312303975268994,1
120050,137.1802118,4.53,107.64,55.09,18959,0.644425560842964,1.1657750722498923,0.5491162474507137,0
293050,154.9319294,2.8,103.1,57.23,47208,0.5673629305578924,0.9873671881536016,0.5521597000216331,0
261410,262.1896718,2.57,101.0,57.29,16450,0.5196323088100578,0.9153636414222914,0.5384906971601857,0
241370,84.84426213,4.29,61.45,65.78,2550,0.5732913669064749,0.9126700071581961,0.45526079136690645,0
251600,99.3234296,3.03,100.59,58.81,16136,0.5263226564028964,1.0401598659189066,0.5817078739643813,0
150795,173.0182683,4.28,155.26,50.12,24759,0.6441784831533758,2.0811128856014123,0.7318329647456745,0
160070,163.9085689,7.79,89.98,58.09,4819,0.6767307962364837,1.7453821079319087,0.4891166970931049,0
316840,212.5999842,2.3,129.72,50.31,6976,0.4815019326339039,0.6870875603269969,0.4144809497515185,1
172120,438.2342264,3.16,123.98,54.65,13467,0.5912543355138956,1.1753360097748298,0.8288185450234886,0
150800,113.9252859,4.07,141.7,51.71,30197,0.6387790070441901,1.0791580301622472,0.577792820426036,0
261580,281.2464524,3.71,51.91,66.56,12409,0.5965578577952984,1.032105131830658,0.3086390077400125,0
